step,size,zdd,time
2337,121,250,3.046
2338,106,269,2.983
2339,86,268,2.862
2340,72,247,2.351
2341,72,234,2.043
2342,86,238,2.043
2343,106,246,2.373
2344,121,246,2.587
2345,127,245,2.854
2346,128,249,2.635
2347,128,261,2.79
2348,128,280,2.833
2349,128,296,3.034
2350,128,306,3.308
2351,127,303,3.322
2352,121,284,3.093
2353,106,258,2.824
2354,86,239,2.383
2355,72,234,2.279
2356,72,234,2.191
2357,87,254,2.38
2358,113,308,2.715
2359,143,380,3.427
2360,170,449,4.271
2361,191,520,5.124
2362,208,583,6.005
2363,225,635,7.057
2364,246,687,7.9
2365,274,754,8.251
2366,310,842,9.485
2367,350,944,11.048
2368,380,1027,13.224
2369,386,1077,14.22
2370,373,1082,14.122
2371,359,1024,13.327
2372,352,950,12.979
2373,346,896,11.067
2374,335,845,10.339
2375,319,780,9.782
2376,298,709,9.799
2377,270,632,8.197
2378,234,549,7.201
2379,193,464,5.835
2380,156,384,4.577
2381,129,315,3.652
2382,107,270,3.026
2383,86,248,2.628
2384,72,245,2.25
2385,72,266,2.012
2386,86,294,2.351
2387,106,299,2.894
2388,121,282,3.219
2389,127,270,3.096
2390,128,272,2.909
2391,128,286,3.13
2392,128,314,3.221
2393,128,344,3.523
2394,128,364,3.617
2395,127,364,3.594
2396,121,334,3.48
2397,106,286,3.23
2398,85,246,2.988
2399,65,230,2.39
2400,49,225,2.041
2401,38,212,2.017
2402,34,197,1.922
2403,38,205,1.899
2404,49,240,2.104
2405,65,270,2.432
2406,85,286,2.76
2407,106,315,3.105
2408,121,365,3.564
2409,127,410,4.285
2410,128,422,4.737
2411,128,394,4.878
2412,128,345,4.831
2413,128,308,4.398
2414,128,290,3.844
2415,127,290,3.56
2416,121,311,3.711
2417,106,335,3.901
2418,86,327,3.76
2419,72,286,3.137
2420,72,259,2.544
2421,86,267,2.38
2422,106,277,2.725
2423,121,269,3.059
2424,127,257,3.12
2425,128,256,3.129
2426,128,269,3.21
2427,128,297,3.376
2428,128,325,3.67
2429,128,341,3.853
2430,127,335,3.79
2431,121,303,3.685
2432,106,269,3.233
2433,86,258,2.768
2434,72,273,2.56
2435,72,299,2.679
2436,87,324,2.989
2437,113,362,3.294
2438,144,434,3.906
2439,177,534,5.372
2440,215,645,6.588
2441,263,754,8.115
2442,320,864,9.747
2443,379,982,11.757
2444,439,1107,14.19
2445,508,1255,15.864
2446,587,1433,18.423
2447,664,1599,22.965
2448,731,1738,25.291
2449,797,1881,29.706
2450,875,2057,1067.68
2451,960,2253,36.718
2452,1036,2465,41.467
2453,1101,2696,44.765
2454,1168,2926,47.02
2455,1245,3176,50.911
2456,1329,3461,55.91
2457,1417,3784,62.905
2458,1506,4165,74.86
2459,1595,4577,77.362
2460,1691,4955,83.038
2461,1788,5261,92.043
2462,1862,5474,98.113
2463,1907,5613,103.446
2464,1942,5687,104.708
2465,1973,5697,106.832
2466,1979,5658,109.186
2467,1946,5533,108.683
2468,1887,5339,105.398
2469,1817,5095,101.231
2470,1734,4801,96.723
2471,1629,4546,91.015
2472,1503,4353,84.614
2473,1374,4133,79.653
2474,1260,3890,73.051
2475,1160,3720,67.308
2476,1070,3612,63.92
2477,1002,3475,60.677
2478,963,3316,57.312
2479,938,3204,55.74
2480,910,3119,54.952
2481,875,3020,53.64
2482,838,2914,51.264
2483,807,2829,49.919
2484,783,2758,48.918
2485,757,2659,315.336
2486,723,2558,48.296
2487,683,2474,46.251
2488,642,2347,43.435
2489,603,2169,40.019
2490,559,2009,35.76
2491,509,1899,31.67
2492,467,1794,28.857
2493,433,1635,26.068
2494,399,1450,24.132
2495,373,1313,20.388
2496,364,1244,19.587
2497,370,1223,17.53
2498,384,1221,18.714
2499,399,1232,19.375
2500,410,1269,19.19
2501,415,1325,20.483
2502,418,1375,20.355
2503,429,1397,21.521
2504,453,1398,20.713
2505,480,1404,21.621
2506,498,1402,21.353
2507,506,1378,22.309
2508,506,1331,21.71
2509,499,1277,21.571
2510,487,1257,20.708
2511,475,1263,19.74
2512,471,1261,19.487
2513,474,1258,18.744
2514,472,1263,20.053
2515,458,1259,19.421
2516,438,1238,18.95
2517,425,1226,18.207
2518,430,1235,17.302
2519,454,1274,18.883
2520,487,1349,19.239
2521,520,1425,21.147
2522,549,1488,21.7
2523,569,1554,22.284
2524,578,1610,23.696
2525,578,1644,24.803
2526,575,1671,24.405
2527,579,1703,25.17
2528,591,1715,25.731
2529,600,1714,26.889
2530,596,1727,27.121
2531,580,1777,27.935
2532,560,1841,28.989
2533,540,1848,29.829
2534,523,1833,29.581
2535,513,1828,28.787
2536,507,1805,28.255
2537,499,1774,28.287
2538,486,1730,26.974
2539,467,1669,26.952
2540,443,1625,25.267
2541,418,1595,24.74
2542,402,1562,23.574
2543,401,1535,22.899
2544,403,1532,22.669
2545,393,1523,22.773
2546,374,1450,21.188
2547,359,1332,20.01
2548,352,1220,16.955
2549,346,1137,16.111
2550,335,1066,14.42
2551,319,993,13.118
2552,298,911,12.733
2553,270,796,11.842
2554,234,666,9.383
2555,193,559,7.716
2556,156,470,5.784
2557,129,394,4.714
2558,107,341,4.304
2559,86,313,3.519
2560,72,301,2.833
2561,72,316,2.64
2562,86,348,2.923
2563,106,357,3.585
2564,121,341,3.955
2565,127,332,3.919
2566,128,338,3.968
2567,128,353,3.868
2568,128,381,4.151
2569,128,425,4.548
2570,128,457,5.271
2571,127,453,5.137
2572,121,411,4.839
2573,106,349,4.281
2574,85,303,3.59
2575,65,280,3.066
2576,49,262,2.67
2577,38,240,2.378
2578,34,225,2.243
2579,38,236,2.216
2580,49,276,2.411
2581,65,324,2.936
2582,85,352,3.473
2583,106,378,4.225
2584,121,434,4.646
2585,127,495,5.279
2586,128,516,5.865
2587,128,490,5.967
2588,128,441,5.617
2589,128,399,5.182
2590,128,380,4.844
2591,127,377,4.739
2592,121,385,5.077
2593,106,399,4.77
2594,86,400,4.404
2595,72,372,3.78
2596,72,348,3.343
2597,86,354,3.295
2598,106,362,3.719
2599,121,355,4.065
2600,127,347,4.16
2601,128,349,4.047
2602,128,365,4.24
2603,128,395,4.686
2604,128,439,4.94
2605,128,469,5.378
2606,127,459,5.52
2607,121,411,5.125
2608,106,354,4.512
2609,86,322,3.843
2610,72,320,3.396
2611,72,348,3.331
2612,87,386,3.637
2613,113,434,4.388
2614,144,524,5.013
2615,177,655,6.331
2616,215,793,8.044
2617,263,933,10.151
2618,320,1085,12.466
2619,378,1242,15.689
2620,432,1391,17.044
2621,483,1526,19.766
2622,526,1634,22.628
2623,551,1715,24.272
2624,560,1773,25.932
2625,568,1811,26.813
2626,589,1868,28.053
2627,626,1983,31.273
2628,670,2146,34.24
2629,709,2335,37.591
2630,741,2525,40.462
2631,773,2707,43.187
2632,803,2870,46.47
2633,818,2989,49.739
2634,816,3040,51.218
2635,812,3052,51.643
2636,815,3011,52.261
2637,814,2889,50.964
2638,795,2739,49.838
2639,756,2619,47.432
2640,704,2488,44.998
2641,649,2334,41.658
2642,594,2202,38.512
2643,540,2084,35.577
2644,500,1964,33.148
2645,482,1891,31.697
2646,473,1856,30.58
2647,458,1813,30.491
2648,437,1753,29.431
2649,417,1691,27.855
2650,401,1642,27.184
2651,388,1614,26.055
2652,374,1590,25.642
2653,356,1535,24.5
2654,336,1470,22.897
2655,315,1398,21.039
2656,291,1317,20.119
2657,262,1230,18.013
2658,229,1143,16.649
2659,197,1019,13.926
2660,165,844,11.701
2661,128,658,9.756
2662,92,510,7.433
2663,66,402,5.083
2664,49,323,3.621
2665,38,270,2.899
2666,34,253,2.418
2667,38,272,2.343
2668,49,311,2.746
2669,65,352,3.398
2670,85,379,3.926
2671,106,421,4.349
2672,121,497,5.364
2673,127,562,6.308
2674,128,582,6.53
2675,128,562,6.78
2676,128,517,6.341
2677,128,477,5.834
2678,128,457,5.685
2679,127,454,5.469
2680,121,460,6.056
2681,106,466,5.491
2682,86,450,4.958
2683,72,406,4.198
2684,72,379,3.563
2685,86,392,3.561
2686,106,416,4.173
2687,121,427,4.727
2688,127,421,4.763
2689,128,419,4.866
2690,128,437,4.917
2691,128,477,4.988
2692,128,516,5.582
2693,128,531,6.072
2694,127,509,6.049
2695,121,455,5.975
2696,106,392,4.868
2697,86,349,4.215
2698,72,343,4.142
2699,72,370,3.768
2700,87,415,3.981
2701,113,478,4.69
2702,143,610,5.875
2703,170,777,7.609
2704,191,913,9.631
2705,208,1007,11.83
2706,225,1089,13.232
2707,246,1176,14.043
2708,274,1293,16.245
2709,310,1460,18.791
2710,350,1653,21.576
2711,380,1816,26.153
2712,386,1882,28.072
2713,373,1850,28.886
